#SUBMITTED ID	ANNOTATION_SYMBOL	LOCATION_ARM	NAME	SYMBOL
FBgn0025115	CG16870	2L	Acylphosphatase	Acyp
FBgn0039932	CG11093	4	fussel	fuss
FBgn0027066	CG3265	2R	Eb1	Eb1
FBgn0035612	CG10625	3L	farmer	frm
FBgn0036099	CG11811	3L	-	CG11811
FBgn0036218	CG14128	3L	Spermitin	Sprn
FBgn0015793	CG7062	3L	Rab19	Rab19
FBgn0266916	CG31258	3R	Centromeric protein-C	Cenp-C
FBgn0037242	CG9855	3R	-	CG9855
FBgn0039705	CG31033	3R	Autophagy-related 16	Atg16
FBgn0051199	CG31199	3R	-	CG31199
FBgn0263399	CG43445	3R	-	CG43445
FBgn0043070	CG15669	2R	Misexpression suppressor of KSR 2	MESK2
FBgn0031638	CG11927	2L	-	CG11927
FBgn0037614	CG8116	3R	Transmembrane protein 216	TMEM216
FBgn0015544	CG13570	2R	spaghetti	spag
FBgn0262475	CG43065	2L	bruno 2	bru2
FBgn0001222	CG5748	2R	Heat shock factor	Hsf
FBgn0028880	CG15256	2L	-	CG15256
FBgn0027611	CG6206	2L	Lysosomal alpha-mannosidase II	LManII
FBgn0265002	CG44153	2L	-	CG44153
FBgn0030796	CG4829	X	-	CG4829
FBgn0036395	CG17361	3L	-	CG17361
FBgn0031682	CG5828	2L	-	CG5828
FBgn0041342	CG1049	3L	Phosphocholine cytidylyltransferase 1	Pcyt1
FBgn0285944	CG9907	X	paralytic	para
FBgn0029648	CG3603	X	-	CG3603
FBgn0034629	CG9709	2R	acyl-Coenzyme A oxidase at 57D distal	Acox57D-d
FBgn0034649	CG9865	2R	Phosphatidylinositol glycan anchor biosynthesis class M	PIG-M
FBgn0051233	CG31233	3R	-	CG31233
FBgn0031343	CG18131	2L	-	CG18131
FBgn0086357	CG9539	2L	Sec61 alpha subunit	Sec61alpha
FBgn0020377	CG8856	2R	Scavenger receptor class C, type II	Sr-CII
FBgn0032699	CG10383	2L	-	CG10383
FBgn0039929	CG11076	4	-	CG11076
FBgn0032089	CG9573	2L	Rcd-1 related	Rcd-1r
FBgn0000542	CG2904	X	echinus	ec
FBgn0023516	CG14815	X	Peroxin 5	Pex5
FBgn0085440	CG34411	X	Leucine-rich repeat-containing G protein-coupled receptor 4	Lgr4
FBgn0034081	CG10731	2R	-	CG10731
FBgn0038603	CG7125	3R	Protein Kinase D	PKD
FBgn0037291	CG14662	3R	-	CG14662
FBgn0002466	CG10522	3L	sticky	sti
FBgn0036765	CG7408	3L	-	CG7408
FBgn0034182	CG9640	2R	SET and MYND domain containing, arthropod-specific, member 7	SmydA-7
FBgn0029700	CG15576	X	-	CG15576
FBgn0039744	CG15526	3R	Ribonuclease P/MRP subunit p14 b	Rpp14b
FBgn0267033	CG45477	X	maternal gene required for meiosis	mamo
FBgn0031910	CG15818	2L	-	CG15818
FBgn0029701	CG12691	X	-	CG12691
FBgn0030536	CG11068	X	-	CG11068
FBgn0039402	CG14542	3R	Vacuolar protein sorting 2	Vps2
FBgn0033762	CG8632	2R	Zinc transporter 49B	ZnT49B
FBgn0005616	CG3241	2L	male-specific lethal 2	msl-2
FBgn0028582	CG8532	3L	liquid facets	lqf
FBgn0011817	CG7892	3L	nemo	nmo
FBgn0037680	CG8121	3R	pasiflora 2	pasi2
FBgn0031529	CG9662	2L	-	CG9662
FBgn0004957	CG6205	X	porcupine	por
FBgn0011205	CG5725	3L	fumble	fbl
FBgn0037975	CG3397	3R	-	CG3397
FBgn0005778	CG10138	2R	Protein phosphatase D5	PpD5
FBgn0260224	CG42498	3R	Threonyl-carbamoyl synthesis 6	Tcs6
FBgn0000411	CG5893	3L	Dichaete	D
FBgn0035987	CG3689	3L	Cleavage and polyadenylation specific factor 5	Cpsf5
FBgn0037108	CG11306	3L	ALG11, alpha-1,2-mannosyltransferase	Alg11
FBgn0260987	CG17436	3L	verthandi	vtd
FBgn0026869	CG1981	4	Thymine DNA glycosylase	Tdg
FBgn0036950	CG6996	3L	-	CG6996
FBgn0023097	CG5206	3R	bonus	bon
FBgn0034585	CG4030	2R	Rabaptin-5	Rbpn-5
FBgn0266579	CG45110	3R	tau	tau
FBgn0031456	CG2848	2L	Transportin-Serine/Arginine rich	Tnpo-SR
FBgn0050286	CG30286	2R	-	CG30286
FBgn0259722	CG42376	X	-	CG42376
FBgn0262477	CG43067	3R	Forkhead box P	FoxP
FBgn0040899	CG17776	X	-	CG17776
FBgn0036449	CG5295	3L	brummer	bmm
FBgn0038235	CG8461	3R	-	CG8461
FBgn0034938	CG3803	2R	-	CG3803
FBgn0031039	CG14209	X	Shawn	Shawn
FBgn0037603	CG11753	3R	Sys1 golgi trafficking protein	Sys1
FBgn0031319	CG4896	2L	-	CG4896
FBgn0000662	CG6315	2R	female lethal d	fl(2)d
FBgn0250851	CG33981	2R	-	CG33981
FBgn0036608	CG13040	3L	-	CG13040
FBgn0029924	CG4586	X	-	CG4586
FBgn0032690	CG10333	2L	-	CG10333
FBgn0261049	CG8228	3R	Vacuolar protein sorting 45	Vps45
FBgn0027515	CG7115	2L	-	CG7115
FBgn0025109	CG18642	2L	Bem46	Bem46
FBgn0036161	CG7551	3L	-	CG7551
FBgn0039233	CG7006	3R	-	CG7006
FBgn0016694	CG17888	3L	PAR-domain protein 1	Pdp1
FBgn0283434	CG46277	X	Sperm-specific dynein intermediate chain C	SdicC
FBgn0053100	CG33100	3R	eukaryotic translation initiation factor 4E homologous protein	eIF4EHP
FBgn0004589	CG7355	3L	Ecdysone-induced gene 71Eb	Eig71Eb
FBgn0037996	CG4830	3R	-	CG4830
FBgn0040350	CG3690	X	-	CG3690
FBgn0020764	CG3017	2R	Aminolevulinate synthase	Alas
FBgn0037698	CG16779	3R	-	CG16779
FBgn0028691	CG10230	3R	Regulatory particle non-ATPase 9	Rpn9
FBgn0040814	CG14113	3L	-	CG14113
FBgn0015838	CG8075	2R	Van Gogh	Vang
FBgn0035238	CG12104	3L	-	CG12104
FBgn0039555	CG12261	3R	mitochondrial ribosomal protein S22	mRpS22
FBgn0036264	CG11529	3L	-	CG11529
FBgn0053983	CG33983	3L	obstructor-H	obst-H
FBgn0016984	CG9985	2R	skittles	sktl
FBgn0083966	CG34130	3R	-	CG34130
FBgn0266354	CG45002	X	-	CG45002
FBgn0034366	CG5489	2R	Autophagy-related 7	Atg7
FBgn0032494	CG5945	2L	-	CG5945
FBgn0038272	CG7265	3R	Diphthamide biosynthesis 2	Dph2
FBgn0005636	CG3385	2R	nervy	nvy
FBgn0261803	CG42749	X	-	CG42749
FBgn0260940	CG6637	3R	larsen	lsn
FBgn0002673	CG4965	2L	twine	twe
FBgn0051510	CG31510	3R	-	CG31510
FBgn0013718	CG33991	3L	nuclear fallout	nuf
FBgn0038829	CG17271	3R	-	CG17271
FBgn0039805	CG12045	3R	Cuticular protein 100A	Cpr100A
FBgn0034671	CG13494	2R	-	CG13494
FBgn0262875	CG43230	2L	-	CG43230
FBgn0284236	CG46320	3L	-	CG46320
FBgn0263199	CG5288	3L	Galactokinase	Galk
FBgn0040996	CG12617	2L	-	CG12617
FBgn0014135	CG4608	3R	branchless	bnl
FBgn0033280	CG12126	2R	-	CG12126
FBgn0054049	CG34049	2L	-	CG34049
FBgn0034063	CG8389	2R	-	CG8389
FBgn0265464	CG10961	X	TNF-receptor-associated factor 6	Traf6
FBgn0033971	CG10209	2R	-	CG10209
FBgn0037081	CG6049	3L	barricade	barc
FBgn0023536	CG3156	X	-	CG3156
FBgn0035132	CG17061	3L	methuselah-like 10	mthl10
FBgn0030882	CG6835	X	Glutathione synthetase 1	Gss1
FBgn0052495	CG32495	X	Glutathione synthetase 2	Gss2
FBgn0069056	CG33226	2R	-	CG33226
FBgn0028538	CG7578	2L	Secretory 71	Sec71
FBgn0085265	CG34236	2R	-	CG34236
FBgn0011832	CG17240	2L	Serine protease 12	Ser12
FBgn0027514	CG1024	3R	-	CG1024
FBgn0039304	CG10425	3R	-	CG10425
FBgn0030230	CG11556	X	Rabphilin	Rph
FBgn0038590	CG12320	3R	-	CG12320
FBgn0050458	CG30458	2R	-	CG30458
FBgn0028541	CG7364	2L	Transmembrane 9 superfamily protein member 4	TM9SF4
FBgn0033912	CG8415	2R	Ribosomal protein S23	RpS23
FBgn0085209	CG34180	2L	-	CG34180
FBgn0031769	CG9135	2L	-	CG9135
FBgn0033828	CG17048	2R	-	CG17048
FBgn0038612	CG7676	3R	corona	cona
FBgn0042110	CG18765	3R	-	CG18765
FBgn0000542	CG2904	X	echinus	ec
FBgn0036220	CG5897	3L	-	CG5897
FBgn0085228	CG34199	2R	-	CG34199
FBgn0031497	CG17259	2L	Seryl-tRNA synthetase	SerRS
FBgn0004363	CG6647	2L	porin	porin
FBgn0028563	CG8714	2R	sugar transporter 1	sut1
FBgn0030012	CG18262	X	-	CG18262
FBgn0005636	CG3385	2R	nervy	nvy
FBgn0032242	CG5355	2L	-	CG5355
FBgn0023524	CG3078	X	-	CG3078
FBgn0031413	CG9967	2L	-	CG9967
FBgn0264962	CG10228	2R	Pcf11 cleavage and polyadenylation factor subunit	Pcf11
FBgn0085294	CG34265	3L	-	CG34265
FBgn0039790	CG2246	3R	-	CG2246
FBgn0033402	CG2078	2R	Myd88	Myd88
FBgn0030846	CG12992	X	-	CG12992
FBgn0031774	CG9147	2L	-	CG9147
FBgn0034314	CG5140	2R	no poles	nopo
FBgn0037027	CG3680	3L	HP1 and insulator partner protein 1	HIPP1
FBgn0030723	CG14948	X	defective proboscis extension response 18	dpr18
FBgn0035771	CG8583	3L	Secretory 63	Sec63
FBgn0025865	CG3637	3R	Cortactin	Cortactin
FBgn0265146	CG44215	3R	-	CG44215
FBgn0035551	CG7465	3L	-	CG7465
FBgn0036656	CG13026	3L	-	CG13026
FBgn0034841	CG13541	2R	-	CG13541
FBgn0038558	CG12347	3R	-	CG12347
FBgn0039450	CG5484	3R	Yip1d-interacting factor 1	Yif1
FBgn0020440	CG10023	2R	Focal adhesion kinase	Fak
FBgn0261509	CG14351	2L	hattifattener	haf
FBgn0035318	CG9018	3L	-	CG9018
FBgn0262871	CG43226	3R	lute	lute
FBgn0053181	CG33181	X	-	CG33181
FBgn0029863	CG3823	X	-	CG3823
FBgn0030675	CG8191	X	-	CG8191
FBgn0039507	CG3361	3R	martik	mrt
FBgn0051146	CG31146	3R	Neuroligin 1	Nlg1
FBgn0261243	CG1009	3L	Puromycin sensitive aminopeptidase	Psa
FBgn0029951	CG11369	X	-	CG11369
FBgn0267967	CG8316	X	corolla	corolla
FBgn0259245	CG42343	X	Dpr-interacting protein beta	DIP-beta
FBgn0038919	CG17843	3R	Quiescin sulfhydryl oxidase 2	Qsox2
FBgn0050480	CG30480	2R	-	CG30480
FBgn0037248	CG9809	3R	spargel	srl
FBgn0038638	CG7702	3R	-	CG7702
FBgn0011584	CG4758	2L	Translocation protein 1	Trp1
FBgn0037391	CG2017	3R	-	CG2017
FBgn0030703	CG9066	X	membrane steroid binding protein	MSBP
FBgn0067783	CG4241	3R	Dephosphocoenzyme A carrier	DPCoAC
FBgn0263106	CG10578	3L	DnaJ-like-1	DnaJ-1
FBgn0266171	CG44877	3R	-	pre-mod(mdg4)-AB
FBgn0038744	CG4733	3R	-	CG4733
FBgn0030316	CG11695	X	-	CG11695
FBgn0038422	CG14880	3R	-	CG14880
FBgn0020765	CG10297	3L	Adult cuticle protein 65Aa	Acp65Aa
FBgn0262737	CG7437	3L	mushroom-body expressed	mub
FBgn0260795	CG42575	3L	Na[+]-dependent inorganic phosphate cotransporter type III	NaPi-III
FBgn0032424	CG17010	2L	-	CG17010
FBgn0027259	CG1558	X	kinetochore Mis12-Ndc80 network component 1	Kmn1
FBgn0036239	CG5684	3L	Pop2	Pop2
FBgn0039309	CG11891	3R	-	CG11891
FBgn0261015	CG42599	3R	PFTAIRE-interacting factor 1A	Pif1A
FBgn0261710	CG17255	X	no circadian temperature entrainment	nocte
FBgn0035756	CG32381	3L	unc-13-4A	unc-13-4A
FBgn0028856	CG18063	2L	-	CG18063
FBgn0020621	CG2049	2R	Protein kinase N	Pkn
FBgn0264078	CG32593	X	Flotillin 2	Flo2
FBgn0260461	CG14098	3L	Reduction in Cnn dots 7	Rcd7
FBgn0035198	CG9133	3L	-	CG9133
FBgn0000064	CG6058	3R	Aldolase 1	Ald1
FBgn0031895	CG4497	2L	-	CG4497
FBgn0261996	CG42814	3R	-	CG42814
FBgn0035290	CG1887	3L	debris buster	dsb
FBgn0023179	CG6438	3R	amontillado	amon
FBgn0032382	CG14935	2L	Maltase B2	Mal-B2
FBgn0034313	CG5726	2R	-	CG5726
FBgn0032516	CG9293	2L	Inhibitor of growth family member 5	Ing5
FBgn0050419	CG30419	2R	-	CG30419
FBgn0028327	CG32701	X	lethal (1) G0320	l(1)G0320
FBgn0035372	CG12093	3L	-	CG12093
FBgn0038009	CG17738	3R	-	CG17738
FBgn0034398	CG15098	2R	-	CG15098
FBgn0029155	CG5889	3R	Malic enzyme b	Men-b
FBgn0036921	CG7823	3L	RhoGDI	RhoGDI
FBgn0037150	CG7133	3L	-	CG7133
FBgn0038842	CG5630	3R	hadley	hdly
FBgn0003169	CG7904	3R	punt	put
FBgn0038390	CG5083	3R	Retinoblastoma-family protein 2	Rbf2
FBgn0264753	CG44011	2R	Rad, Gem/Kir family member 1	Rgk1
FBgn0002872	CG1960	3L	mutator 2	mu2
FBgn0036439	CG13474	3L	-	CG13474
FBgn0036515	CG12304	3L	aaRS-interacting multifunctional protein 2	AIMP2
FBgn0026059	CG31045	3R	Myosin heavy chain-like	Mhcl
FBgn0034986	CG4326	2R	mitochondrial ribosomal protein S17	mRpS17
FBgn0267726	CG46059	2L	-	CG46059
FBgn0267411	CG45764	Y	-	CG45764
FBgn0267413	CG45766	Y	-	CG45766
FBgn0285955	CG34389	3R	crossveinless c	cv-c
FBgn0032313	CG14070	2L	-	CG14070
FBgn0036975	CG5618	3L	-	CG5618
FBgn0039664	CG2006	3R	-	CG2006
FBgn0022288	CG12792	2R	lethal (2) 09851	l(2)09851
FBgn0030918	CG15056	X	-	CG15056
FBgn0034761	CG4250	2R	-	CG4250
FBgn0040351	CG11638	X	-	CG11638
FBgn0260226	CG42500	3R	-	CG42500
FBgn0034199	CG15917	2R	Growth-blocking peptide 1	Gbp1
FBgn0053200	CG33200	2R	Ventrally-expressed protein D	VepD
FBgn0035768	CG14834	3L	-	CG14834
FBgn0030280	CG11106	X	-	CG11106
FBgn0263603	CG5215	3L	Zinc-finger protein at 72D	Zn72D
FBgn0021768	CG9710	3L	nudC	nudC
FBgn0003139	CG12217	X	Protein phosphatase V	PpV
FBgn0250833	CG34461	3L	-	CG34461
FBgn0043792	CG30427	2R	-	CG30427
FBgn0004863	CG7937	3R	C15	C15
FBgn0037647	CG11968	3R	Ras-related GTP binding A/B	RagA-B
FBgn0030638	CG11655	X	-	CG11655
FBgn0032803	CG13082	2L	-	CG13082
FBgn0261871	CG33507	2L	defective proboscis extension response 2	dpr2
FBgn0038714	CG6240	3R	Cuticular protein 92A	Cpr92A
FBgn0016076	CG14029	2L	vrille	vri
FBgn0025716	CG6546	2R	Brahma associated protein 55kD	Bap55
FBgn0083969	CG34133	3R	-	CG34133
FBgn0259201	CG42305	2L	-	CG42305
FBgn0035526	CG1316	3L	-	CG1316
FBgn0086779	CG11628	2L	steppke	step
FBgn0261058	CG42606	2L	Seminal fluid protein 38D	Sfp38D
FBgn0034103	CG15704	2R	primacord	prim
FBgn0038917	CG6678	3R	-	CG6678
FBgn0037742	CG9475	3R	Regulatory particle triple-A ATPase 3-related	Rpt3R
FBgn0031356	CG17660	2L	-	CG17660
FBgn0040582	CG5791	3R	Bomanin Bicipital 3	BomBc3
FBgn0036927	CG7433	3L	gamma-aminobutyric acid transaminase	Gabat
FBgn0031643	CG3008	2L	-	CG3008
FBgn0038469	CG4009	3R	-	CG4009
FBgn0261925	CG42792	2L	-	CG42792
FBgn0053113	CG33113	2L	Reticulon-like1	Rtnl1
FBgn0033867	CG13338	2R	Cuticular protein 50Ca	Cpr50Ca
FBgn0041156	CG8254	3L	extra-extra	exex
FBgn0035205	CG2469	3L	Ctr9	Ctr9
FBgn0034770	CG13519	2R	Odorant-binding protein 58d	Obp58d
FBgn0030320	CG2247	X	-	CG2247
FBgn0020371	CG15257	2L	Translocase inner membrane 17	Tim17b2
FBgn0034935	CG13565	2R	Orcokinin	Orcokinin
FBgn0260440	CG31020	3R	sanpodo	spdo
FBgn0027617	CG5808	3R	-	CG5808
FBgn0034371	CG5473	2R	N-terminal amidohydrolase 1	Ntan1
FBgn0037385	CG14675	3R	globin 3	glob3
FBgn0004778	CG1331	3R	Ccp84Af	Ccp84Af
FBgn0003392	CG18102	X	shibire	shi
FBgn0262877	CG43232	2L	-	CG43232
FBgn0033667	CG13183	2R	rebuf	reb
FBgn0037730	CG9444	3R	-	CG9444
FBgn0031085	CG9570	X	-	CG9570
FBgn0040385	CG12496	X	-	CG12496
FBgn0037955	CG6950	3R	Kynurenine aminotransferase	Kyat
FBgn0029113	CG7528	3L	Ubiquitin-like activating enzyme 2	Uba2
FBgn0043364	CG4427	2L	cabut	cbt
FBgn0033133	CG12841	2R	Tetraspanin 42Ek	Tsp42Ek
FBgn0083971	CG34135	3R	-	CG34135
FBgn0004179	CG6395	3L	Cysteine string protein	Csp
FBgn0052344	CG32344	3L	-	CG32344
FBgn0037481	CG10059	3R	MAGE	MAGE
FBgn0040207	CG13956	X	katanin 80	kat80
FBgn0013263	CG33261	3L	Trithorax-like	Trl
FBgn0058191	CG40191	2R	-	CG40191
FBgn0026083	CG4857	X	twenty-four	tyf
FBgn0030067	CG10648	X	RNA-binding motif protein 13	Rbm13
FBgn0051950	CG31950	2L	Sabbat	Sbat
FBgn0036820	CG6852	3L	Glutaredoxin 1	Grx1
FBgn0039240	CG3744	3R	-	CG3744
FBgn0262624	CG12026	3L	Tetraspan membrane protein in hair cell stereocilia	Tmhs
FBgn0263326	CG43407	3L	-	CG43407
FBgn0037512	CG2616	3R	-	CG2616
FBgn0030558	CG1461	X	Tyrosine aminotransferase	Tat
FBgn0038423	CG10317	3R	-	CG10317
FBgn0015000	CG3469	2L	beta subunit of type I geranylgeranyl transferase	betaggt-I
FBgn0015808	CG17320	2L	Sterol carrier protein X-related thiolase	ScpX
FBgn0028708	CG11993	3R	Mst85C	Mst85C
FBgn0052269	CG32269	3L	-	CG32269
FBgn0027363	CG6521	2L	Signal transducing adaptor molecule	Stam
FBgn0262719	CG43163	3L	-	CG43163
FBgn0011829	CG14396	2L	Ret oncogene	Ret
FBgn0035283	CG12024	3L	-	CG12024
FBgn0259243	CG42341	3L	Protein kinase, cAMP-dependent, regulatory subunit type 1	Pka-R1
FBgn0028897	CG4935	2L	-	CG4935
FBgn0085279	CG34250	3L	-	CG34250
FBgn0035674	CG13295	3L	-	CG13295
FBgn0026083	CG4857	X	twenty-four	tyf
FBgn0027603	CG12359	X	Ulp1	Ulp1
FBgn0035444	CG12012	3L	-	CG12012
FBgn0030006	CG17982	X	-	CG17982
FBgn0031873	CG9207	2L	Gas41	Gas41
FBgn0000566	CG5345	2R	Ecdysone-induced protein 55E	Eip55E
FBgn0261858	CG42787	3L	Mitotic spindle organizing protein 1	Mzt1
FBgn0039977	CG17454	3L	Splicing factor 30	Spf30
FBgn0052537	CG32537	X	-	CG32537
FBgn0031040	CG14210	X	-	CG14210
FBgn0051778	CG31778	2L	-	CG31778
FBgn0027835	CG5170	2R	Dodeca-satellite-binding protein 1	Dp1
FBgn0266599	CG4264	3R	Heat shock protein cognate 4	Hsc70-4
FBgn0026147	CG16833	2L	Tubulin tyrosine ligase-like 4A	TTLL4A
FBgn0036730	CG13732	3L	quijote	qjt
FBgn0267033	CG45477	X	maternal gene required for meiosis	mamo
FBgn0051092	CG31092	3R	Lipophorin receptor 2	LpR2
FBgn0053051	CG33051	3L	RNA polymerase III subunit G	Polr3G
FBgn0036134	CG11799	3L	Forkhead box K	FoxK
FBgn0029603	CG14053	X	-	CG14053
FBgn0028707	CG10692	2L	Methyltransferase 2	Mt2
FBgn0030434	CG4400	X	BRMS1 transcriptional repressor	Brms1
FBgn0022153	CG3054	2L	lethal (2) k05819	l(2)k05819
FBgn0032213	CG5390	2L	-	CG5390
FBgn0034447	CG7744	2R	-	CG7744
FBgn0267490	CG45763	Y	Male-specific transcript 77Y 4	Mst77Y-4
FBgn0024366	CG11409	X	-	CG11409
FBgn0010909	CG16973	3L	misshapen	msn
FBgn0039437	CG6447	3R	TweedleL	TwdlL
FBgn0002579	CG7622	X	Ribosomal protein L36	RpL36
FBgn0035374	CG2101	3L	mitochondrial ribosomal protein S35	mRpS35
FBgn0034160	CG5550	2R	-	CG5550
FBgn0025777	CG11324	2L	homer	homer
FBgn0033913	CG8468	2R	-	CG8468
FBgn0039887	CG2053	3R	-	CG2053
FBgn0040805	CG12355	3L	-	CG12355
FBgn0000109	CG18315	3L	Adenine phosphoribosyltransferase	Aprt
FBgn0027786	CG6851	3L	Mitochondrial carrier homolog 1	Mtch
FBgn0037280	CG1126	3R	Bardet-Biedl syndrome 5	BBS5
FBgn0025626	CG4281	X	-	CG4281
FBgn0029867	CG3847	X	-	CG3847
FBgn0051821	CG31821	2L	-	CG31821
FBgn0035235	CG7879	3L	-	CG7879
FBgn0259219	CG42319	2R	-	CG42319
FBgn0031190	CG12576	X	-	CG12576
FBgn0001098	CG5320	3R	Glutamate dehydrogenase	Gdh
FBgn0013759	CG6703	3R	CASK	CASK
FBgn0039761	CG18404	3R	-	CG18404
FBgn0032246	CG5168	2L	WD repeat and FYVE domain containing 2	Wdfy2
FBgn0035111	CG16940	3L	Dis3 like 3'-5' exoribonuclease 2	Dis3l2
FBgn0039687	CG7593	3R	N(alpha)-acetyltransferase 40	Naa40
FBgn0028847	CG9014	2L	-	CG9014
FBgn0031946	CG7164	2L	-	CG7164
FBgn0037235	CG1103	3R	-	CG1103
FBgn0085334	CG34305	3R	-	CG34305
FBgn0264273	CG33960	2R	Semaphorin 2b	Sema2b
FBgn0036299	CG10620	3L	Transferrin 2	Tsf2
FBgn0035742	CG8629	3L	Acyl-CoA binding protein 4	Acbp4
FBgn0033945	CG12868	2R	-	CG12868
FBgn0038697	CG3581	3R	-	CG3581
FBgn0051632	CG31632	2L	senseless-2	sens-2
FBgn0050392	CG30392	2R	-	CG30392
FBgn0036760	CG5567	3L	-	CG5567
FBgn0266723	CG10153	2R	TRAPP subunit 31	Trs31
FBgn0038915	CG17819	3R	-	CG17819
FBgn0085358	CG34329	X	Diedel 3	Diedel3
FBgn0261553	CG42671	3L	-	CG42671
FBgn0030521	CG10992	X	Cathepsin B	CtsB
FBgn0011672	CG3671	3R	Malvolio	Mvl
FBgn0284254	CG33139	2R	Importin beta11	Impbeta11
FBgn0037659	CG11033	3R	Lysine demethylase 2	Kdm2
FBgn0032048	CG13094	2L	Diuretic hormone 31	Dh31
FBgn0086856	CG11555	2L	-	CG11555
FBgn0259204	CG42308	X	-	CG42308
FBgn0266174	CG44880	3R	-	pre-mod(mdg4)-L
FBgn0014466	CG15351	X	Chorion protein c at 7F	Cp7Fc
FBgn0032283	CG7296	2L	-	CG7296
FBgn0032196	CG5708	2L	-	CG5708
FBgn0034631	CG10496	2R	TATA box-binding protein-associated factor RNA polymerase I subunit C-like	TAF1C-like
FBgn0026593	CG5707	3L	-	CG5707
FBgn0267253	CG32700	X	-	CG32700
FBgn0026428	CG6170	X	Histone deacetylase 6	HDAC6
FBgn0039970	CG17508	2R	-	CG17508
FBgn0250826	CG34160	2L	-	CG34160
FBgn0261618	CG42551	3R	La related protein	larp
FBgn0031285	CG3662	2L	-	CG3662
FBgn0032900	CG14401	2L	-	CG14401
FBgn0030508	CG15760	X	-	CG15760
FBgn0031098	CG17068	X	-	CG17068
FBgn0038830	CG17272	3R	-	CG17272
FBgn0259222	CG42322	3R	-	CG42322
FBgn0000562	CG4051	2R	egalitarian	egl
FBgn0262812	CG43183	2R	-	CG43183
FBgn0052188	CG32188	3L	-	CG32188
FBgn0052189	CG32189	3L	-	CG32189
FBgn0038088	CG10126	3R	-	CG10126
FBgn0030361	CG1492	X	-	CG1492
FBgn0037375	CG1193	3R	katanin p60-like 1	kat-60L1
FBgn0036942	CG7328	3L	-	CG7328
FBgn0033915	CG8485	2R	-	CG8485
FBgn0031426	CG18641	2L	-	CG18641
FBgn0030100	CG12106	X	-	CG12106
FBgn0264324	CG31048	3R	sponge	spg
FBgn0039766	CG15536	3R	-	CG15536
FBgn0022740	CG5005	2R	HLH54F	HLH54F
FBgn0036584	CG13054	3L	-	CG13054
FBgn0033769	CG8768	2R	-	CG8768
FBgn0035432	CG17723	3L	Zinc transporter 63C	ZnT63C
FBgn0040780	CG12821	2R	Autophagy-related 10	Atg10
FBgn0261873	CG32717	X	stardust	sdt
FBgn0050047	CG30047	2R	-	CG30047
FBgn0053509	CG33509	2L	-	CG33509
FBgn0040812	CG8750	3L	-	CG8750
FBgn0038160	CG9759	3R	-	CG9759
FBgn0040905	CG15578	X	-	CG15578
FBgn0039183	CG6413	3R	Dis3	Dis3
FBgn0051826	CG31826	2L	-	CG31826
FBgn0243512	CG7850	3R	puckered	puc
FBgn0085481	CG34452	3L	-	CG34452
FBgn0039297	CG11852	3R	-	CG11852
FBgn0032723	CG18397	2L	short spindle 3	ssp3
FBgn0032088	CG13102	2L	-	CG13102
FBgn0039157	CG5501	3R	Myosin 95E	Myo95E
FBgn0085477	CG34448	2L	-	CG34448
FBgn0029874	CG3342	X	-	CG3342
FBgn0028852	CG15262	2L	-	CG15262
FBgn0036481	CG16959	3L	-	CG16959
FBgn0034127	CG7848	2R	-	CG7848
FBgn0030078	CG10970	X	-	CG10970
FBgn0037731	CG18542	3R	-	CG18542
FBgn0052939	CG32939	3R	-	CG32939
FBgn0036443	CG13471	3L	-	CG13471
FBgn0033725	CG8502	2R	Cuticular protein 49Ac	Cpr49Ac
FBgn0037202	CG11115	3L	Suppressor of stem-loop mutation	Ssl1
FBgn0024941	CG9108	X	Regulator of G-protein signaling 7	RSG7
FBgn0033101	CG9436	2R	-	CG9436
FBgn0030082	CG7041	X	Heterochromatin Protein 1b	HP1b
FBgn0032772	CG17350	2L	-	CG17350
FBgn0287183	CG40178	3L	lethal (3) 80Fg	l(3)80Fg
FBgn0032901	CG9339	2L	skywalker	sky
FBgn0036053	CG6718	3L	calcium-independent phospholipase A2 VIA	iPLA2-VIA
FBgn0010607	CG8886	2L	lethal (2) 05714	l(2)05714
FBgn0037206	CG12768	3L	-	CG12768
FBgn0041711	CG9792	3R	yellow-e	yellow-e
FBgn0038294	CG6803	3R	Myofilin	Mf
FBgn0050447	CG30447	2R	-	CG30447
FBgn0028949	CG15254	2L	-	CG15254
FBgn0004648	CG4122	X	silver	svr
FBgn0039313	CG11892	3R	-	CG11892
FBgn0032955	CG2201	2L	-	CG2201
FBgn0266456	CG45081	3L	-	CG45081
FBgn0037231	CG9779	3R	Vacuolar protein sorting 24	Vps24
FBgn0030038	CG1440	X	-	CG1440
FBgn0039909	CG1970	4	NADH dehydrogenase (ubiquinone) 49 kDa subunit	ND-49
FBgn0028622	CG13432	2R	quasimodo	qsm
FBgn0051759	CG31759	2L	-	CG31759
FBgn0053258	CG33258	3L	-	CG33258
FBgn0011766	CG6376	3R	E2F transcription factor 1	E2f1
FBgn0262881	CG43236	2R	Mtk-like	Mtkl
FBgn0031514	CG3332	2L	Otopetrin-like b	OtopLb
FBgn0010548	CG11140	2R	Aldehyde dehydrogenase type III	Aldh-III
FBgn0051163	CG31163	3R	Shal K[+] channel interacting protein	SKIP
FBgn0051773	CG31773	2L	-	CG31773
FBgn0032378	CG14939	2L	Cyclin Y	CycY
FBgn0032505	CG16826	2L	-	CG16826
